ec2_instance_type,ec2_instance_count,ec2_hours,ec2_pricing_model,codebuild_minutes,pipeline_count,s3_storage_gb,ecr_storage_gb,rds_instance_type,rds_hours,rds_storage_gb,data_transfer_out_gb,cloudwatch_logs_gb,region,environment,monthly_cost_usd
c5.large,5,720,spot,2486,4,106,38,db.t3.medium,720,205,6,35,us-east-1,dev,207.35
t3.small,5,720,on_demand,2044,3,96,77,db.m5.large,720,246,78,6,us-east-1,stage,243.27
c5.large,2,720,reserved,922,3,162,39,db.m5.large,720,118,98,14,eu-west-1,dev,245.86
t3.micro,6,360,on_demand,913,1,119,82,db.t3.medium,720,105,47,14,us-east-1,prod,97.44
t3.medium,4,360,reserved,377,5,107,55,db.t3.medium,720,124,19,15,us-west-2,prod,106.23
t3.medium,1,360,spot,457,2,24,14,db.t3.medium,720,95,92,10,us-west-2,prod,71.75
t3.small,5,720,spot,2226,3,13,27,db.m5.large,720,73,5,17,us-east-1,dev,191.27
t3.micro,4,720,reserved,2445,1,138,85,db.t3.medium,720,20,181,31,eu-west-1,prod,123.4
c5.xlarge,1,720,on_demand,537,3,16,7,db.m5.large,720,85,16,32,eu-west-1,dev,281.83
c5.large,6,360,spot,1954,1,159,55,db.t3.micro,720,37,129,2,us-east-1,stage,117.22
c5.large,6,720,reserved,639,3,52,72,db.t3.micro,720,121,85,17,us-east-1,dev,278.66
t3.large,4,720,spot,2047,1,172,83,db.t3.micro,720,221,163,34,eu-west-1,prod,162.25
c5.xlarge,5,360,spot,1089,2,34,80,db.t3.medium,720,30,66,24,us-west-2,stage,202.81
t3.small,1,720,reserved,2313,4,91,74,db.t3.medium,720,164,183,46,us-east-1,dev,118.5
c5.large,4,720,on_demand,1068,3,54,69,db.t3.micro,720,182,36,42,eu-west-1,stage,294.76
t3.micro,6,360,reserved,2411,1,73,20,db.t3.medium,720,82,196,32,us-east-1,stage,112.22
c5.large,1,360,spot,1858,4,63,7,db.t3.medium,720,29,105,10,us-east-1,dev,86.37
t3.large,3,360,reserved,618,1,15,28,db.m5.large,720,121,136,26,us-east-1,prod,228.12
c5.large,4,360,reserved,532,5,14,72,db.t3.medium,720,119,100,4,us-east-1,stage,148.98
m5.large,5,360,reserved,1022,3,188,6,db.m5.large,720,48,147,39,us-east-1,prod,293.32
m5.xlarge,2,720,spot,2454,3,112,84,db.t3.micro,720,51,190,40,us-east-1,prod,183.18
t3.small,5,720,reserved,1373,4,30,98,db.t3.medium,720,188,67,3,us-east-1,dev,121.8
c5.large,3,360,on_demand,346,3,48,99,db.t3.medium,720,81,163,5,us-east-1,prod,169.94
c5.xlarge,6,720,spot,625,1,76,88,db.t3.micro,720,235,170,48,eu-west-1,stage,358.97
m5.large,5,720,on_demand,1847,1,40,26,db.m5.large,720,64,79,43,us-east-1,stage,525.21
m5.xlarge,6,720,reserved,2038,5,21,84,db.m5.large,720,149,48,25,eu-west-1,prod,713.27
c5.large,6,720,reserved,2175,2,86,8,db.t3.medium,720,129,198,44,eu-west-1,prod,340.39
c5.xlarge,4,360,spot,1013,5,89,40,db.t3.micro,720,291,40,45,us-west-2,stage,147.37
m5.xlarge,1,360,spot,2296,4,126,85,db.t3.micro,720,125,84,35,us-west-2,prod,87.83
t3.micro,4,360,spot,410,1,75,19,db.t3.medium,720,150,140,42,us-west-2,stage,93.51
c5.xlarge,3,720,spot,2037,3,166,60,db.m5.large,720,38,173,32,us-west-2,stage,336.69
t3.medium,2,720,spot,1535,1,41,79,db.t3.micro,720,39,127,21,us-west-2,prod,74.65
c5.large,4,720,spot,2167,3,166,20,db.t3.medium,720,179,137,18,us-west-2,dev,184.14
m5.xlarge,1,360,spot,2102,4,99,98,db.m5.large,720,94,16,36,us-west-2,dev,207.91
c5.xlarge,3,360,spot,218,1,87,98,db.m5.large,720,123,67,1,eu-west-1,prod,231.1
t3.large,3,360,reserved,431,3,176,59,db.m5.large,720,196,195,14,eu-west-1,prod,233.3
t3.micro,6,720,reserved,2247,1,13,96,db.t3.micro,720,294,172,39,eu-west-1,dev,97.56
m5.large,1,360,on_demand,1113,1,81,100,db.t3.micro,720,128,98,14,us-east-1,dev,80.05
t3.micro,5,360,spot,907,3,91,5,db.t3.medium,720,21,85,49,us-east-1,dev,95.01
m5.large,2,360,reserved,2076,1,147,36,db.t3.medium,720,100,53,5,us-west-2,prod,117.8
t3.large,6,720,reserved,2428,1,85,66,db.m5.large,720,240,169,45,us-west-2,dev,430.27
c5.large,6,720,reserved,1555,5,66,75,db.m5.large,720,201,34,11,us-east-1,stage,402.27
c5.large,6,360,spot,1618,4,80,53,db.t3.micro,720,104,172,9,us-east-1,stage,120.89
t3.small,5,360,on_demand,224,4,174,67,db.t3.medium,720,235,153,5,eu-west-1,dev,113.77
t3.medium,6,360,spot,2171,3,134,77,db.m5.large,720,50,113,10,eu-west-1,stage,210.99
c5.large,1,360,spot,1322,5,125,63,db.t3.micro,720,175,66,8,eu-west-1,dev,50.2
c5.large,1,360,reserved,2410,4,129,34,db.m5.large,720,71,82,9,us-east-1,stage,188.43
t3.small,2,720,spot,1376,4,62,52,db.m5.large,720,223,7,44,eu-west-1,prod,186.36
t3.micro,3,360,reserved,1072,5,89,78,db.m5.large,720,280,101,8,us-east-1,prod,173.84
m5.large,1,360,spot,1053,3,61,100,db.t3.micro,720,91,108,19,us-east-1,stage,61.95
t3.medium,5,360,spot,1198,4,184,48,db.m5.large,720,84,72,39,us-east-1,dev,209.19
t3.large,3,360,spot,613,2,68,30,db.t3.micro,720,186,165,32,us-west-2,stage,86.66
t3.medium,1,720,reserved,1044,2,77,42,db.m5.large,720,84,54,44,us-east-1,dev,195.76
c5.xlarge,1,360,on_demand,1763,5,115,28,db.t3.micro,720,238,121,3,us-west-2,prod,100.09
t3.micro,3,720,spot,795,3,147,87,db.m5.large,720,133,118,16,us-east-1,prod,181.9
m5.xlarge,2,360,on_demand,684,3,179,30,db.m5.large,720,181,114,38,us-east-1,dev,316.28
m5.large,3,720,spot,1043,2,67,56,db.t3.micro,720,29,137,16,us-west-2,dev,127.87
c5.large,2,360,on_demand,742,2,193,33,db.m5.large,720,273,165,22,us-east-1,prod,236.74
c5.xlarge,6,360,spot,1237,2,176,92,db.m5.large,720,116,11,5,us-west-2,stage,308.04
c5.xlarge,4,720,spot,1842,4,139,63,db.t3.medium,720,265,23,9,us-east-1,dev,269.36
m5.large,1,720,spot,828,1,133,96,db.m5.large,720,175,116,30,eu-west-1,stage,208.13
m5.large,1,720,on_demand,945,5,61,73,db.t3.medium,720,231,69,28,eu-west-1,stage,151.0
t3.micro,3,360,reserved,299,4,19,35,db.m5.large,720,237,56,3,eu-west-1,prod,157.51
c5.xlarge,6,360,spot,832,5,140,61,db.m5.large,720,228,162,37,us-east-1,prod,331.68
t3.large,1,360,reserved,1437,2,150,42,db.t3.medium,720,268,9,34,us-east-1,dev,100.35
c5.xlarge,3,360,spot,1829,3,101,82,db.t3.medium,720,24,53,18,us-west-2,prod,155.12
t3.medium,2,720,reserved,438,5,23,69,db.m5.large,720,240,109,50,eu-west-1,prod,221.61
t3.medium,5,360,reserved,1412,5,10,63,db.m5.large,720,83,32,34,eu-west-1,prod,220.38
t3.micro,5,360,spot,1917,3,183,23,db.t3.medium,720,48,28,30,us-west-2,prod,89.34
m5.large,6,360,spot,1472,3,72,72,db.m5.large,720,48,185,22,us-east-1,prod,265.05
t3.small,1,360,on_demand,1122,4,36,50,db.m5.large,720,245,178,46,us-east-1,prod,196.19
c5.xlarge,6,720,spot,1891,3,127,8,db.m5.large,720,59,116,38,us-east-1,prod,474.62
m5.xlarge,3,720,on_demand,1549,4,198,12,db.t3.medium,720,51,186,50,us-west-2,prod,518.2
t3.micro,4,360,reserved,1059,5,158,81,db.t3.micro,720,252,126,4,us-east-1,prod,52.34
t3.large,2,720,reserved,522,4,118,28,db.t3.medium,720,296,77,2,us-east-1,dev,142.17
m5.large,3,360,on_demand,347,2,12,87,db.t3.micro,720,285,97,48,us-west-2,prod,159.36
c5.xlarge,4,720,spot,609,1,64,14,db.t3.medium,720,114,19,40,eu-west-1,dev,271.71
m5.xlarge,3,720,on_demand,1803,3,67,91,db.t3.micro,720,135,197,40,us-west-2,prod,484.35
t3.large,3,360,on_demand,1364,2,111,89,db.m5.large,720,57,94,5,us-east-1,dev,257.33
c5.xlarge,3,720,spot,423,5,72,77,db.t3.medium,720,244,185,46,eu-west-1,dev,246.24
c5.xlarge,5,360,spot,1380,3,168,20,db.t3.micro,720,243,118,12,eu-west-1,stage,164.02
t3.large,6,720,spot,1745,5,141,61,db.t3.micro,720,47,127,8,eu-west-1,prod,189.51
t3.large,2,720,reserved,312,3,163,30,db.m5.large,720,183,129,18,us-east-1,dev,245.03
t3.large,1,360,on_demand,1000,1,150,87,db.m5.large,720,143,146,17,us-east-1,stage,206.98
m5.large,5,720,spot,1195,5,79,43,db.t3.medium,720,62,21,34,us-west-2,prod,217.46
c5.large,6,360,spot,1296,3,19,88,db.m5.large,720,263,24,43,eu-west-1,prod,251.06
t3.medium,2,360,spot,758,2,75,45,db.m5.large,720,146,27,8,us-west-2,dev,166.67
c5.xlarge,2,360,on_demand,2022,1,132,34,db.t3.medium,720,131,123,41,eu-west-1,stage,218.76
t3.large,4,720,reserved,1600,4,76,48,db.t3.micro,720,161,97,43,us-west-2,stage,212.77
t3.small,4,720,reserved,2410,3,156,44,db.t3.medium,720,76,102,5,us-east-1,stage,118.9
m5.large,6,720,on_demand,275,1,77,40,db.m5.large,720,111,148,49,eu-west-1,dev,597.93
t3.micro,3,360,on_demand,2352,1,83,48,db.m5.large,720,266,160,48,us-east-1,dev,206.34
m5.xlarge,1,720,on_demand,258,4,185,49,db.t3.medium,720,90,33,7,us-west-2,stage,203.4
t3.large,2,360,reserved,1890,3,41,56,db.t3.micro,720,72,121,34,us-east-1,stage,95.06
t3.small,5,720,reserved,1564,1,33,67,db.m5.large,720,60,81,31,us-east-1,prod,224.98
c5.xlarge,4,360,reserved,237,3,119,90,db.t3.micro,720,185,112,49,eu-west-1,prod,218.86
m5.xlarge,4,360,on_demand,1079,1,48,93,db.t3.micro,720,185,107,44,us-east-1,dev,336.15
c5.xlarge,6,720,spot,712,4,15,75,db.t3.micro,720,71,96,49,us-east-1,dev,350.55
c5.xlarge,1,360,on_demand,461,2,109,56,db.t3.micro,720,40,57,17,us-east-1,stage,97.48
t3.small,6,720,spot,2186,2,13,61,db.m5.large,720,214,142,13,us-east-1,prod,210.79
m5.large,3,360,on_demand,1784,2,50,29,db.t3.medium,720,154,200,3,eu-west-1,stage,184.39
t3.large,1,360,reserved,456,1,27,11,db.m5.large,720,240,193,15,eu-west-1,stage,186.58
c5.large,6,360,spot,711,4,59,52,db.t3.micro,720,247,72,8,eu-west-1,dev,106.27
c5.large,1,720,on_demand,1723,3,156,63,db.m5.large,720,150,26,10,us-east-1,dev,225.28
t3.small,6,360,spot,925,2,140,82,db.t3.medium,720,281,108,1,eu-west-1,dev,92.48
c5.xlarge,4,720,spot,1919,3,157,31,db.t3.micro,720,253,32,16,eu-west-1,stage,235.27
t3.medium,5,360,reserved,1326,5,150,48,db.m5.large,720,233,117,48,eu-west-1,prod,236.32
c5.large,4,360,on_demand,1366,2,137,36,db.t3.micro,720,150,189,50,us-east-1,dev,190.23
t3.small,3,360,reserved,780,1,28,49,db.m5.large,720,146,193,40,us-east-1,stage,199.66
t3.micro,6,720,reserved,2029,4,160,29,db.t3.medium,720,226,116,22,us-east-1,dev,115.61
t3.micro,1,720,spot,668,1,93,9,db.t3.medium,720,137,103,32,us-east-1,prod,82.88
c5.xlarge,2,360,reserved,930,4,146,24,db.t3.micro,720,108,50,3,eu-west-1,dev,108.21
t3.medium,1,360,spot,1074,5,105,23,db.m5.large,720,139,47,18,eu-west-1,stage,167.55
t3.small,2,360,on_demand,1669,5,143,28,db.t3.micro,720,296,48,24,us-west-2,dev,57.97
m5.xlarge,5,720,spot,668,4,135,29,db.m5.large,720,161,165,45,eu-west-1,stage,461.41
m5.large,2,360,spot,1686,4,46,93,db.t3.micro,720,260,123,30,us-east-1,dev,84.75
m5.large,3,720,on_demand,456,5,94,40,db.t3.micro,720,224,120,15,us-west-2,prod,246.34
t3.large,3,720,on_demand,847,5,67,13,db.m5.large,720,205,80,39,us-west-2,dev,351.73
m5.xlarge,5,720,reserved,881,5,136,16,db.m5.large,720,28,29,20,us-west-2,prod,609.26
t3.large,4,720,reserved,420,4,62,98,db.m5.large,720,199,64,21,eu-west-1,prod,323.58
t3.medium,2,720,on_demand,1099,3,58,92,db.t3.micro,720,257,141,24,us-east-1,dev,112.86
t3.medium,3,720,spot,693,1,48,70,db.m5.large,720,188,113,26,us-east-1,dev,208.92
m5.xlarge,2,720,spot,1897,4,180,50,db.t3.medium,720,132,165,2,us-east-1,prod,193.31
m5.xlarge,6,360,on_demand,1166,2,134,47,db.t3.medium,720,283,140,3,eu-west-1,stage,490.67
m5.xlarge,1,720,reserved,386,3,103,42,db.t3.micro,720,229,72,47,us-west-2,prod,140.58
c5.xlarge,4,720,spot,2049,3,20,45,db.t3.micro,720,86,121,12,us-east-1,stage,240.18
m5.xlarge,2,360,spot,1337,5,122,48,db.t3.medium,720,258,20,11,us-west-2,prod,125.13
c5.large,2,360,on_demand,784,2,58,86,db.m5.large,720,201,155,27,us-east-1,stage,240.74
c5.large,4,720,on_demand,2471,2,70,59,db.t3.medium,720,39,196,39,us-east-1,stage,350.05
t3.micro,5,720,reserved,1983,4,26,73,db.t3.micro,720,273,32,36,eu-west-1,prod,75.27
m5.large,6,720,on_demand,1166,2,182,94,db.t3.medium,720,43,155,37,us-east-1,stage,514.83
m5.xlarge,1,360,reserved,1536,5,191,29,db.t3.medium,720,217,78,26,eu-west-1,dev,128.16
t3.medium,5,720,reserved,449,1,113,80,db.m5.large,720,282,100,28,us-east-1,dev,271.43
c5.xlarge,4,360,reserved,644,2,145,70,db.t3.medium,720,276,134,20,us-east-1,dev,242.98
c5.large,4,720,spot,2475,1,161,75,db.m5.large,720,203,200,44,us-west-2,prod,299.74
m5.large,1,360,reserved,1738,1,90,55,db.t3.micro,720,246,60,25,us-west-2,stage,68.86
t3.medium,1,360,on_demand,2252,4,184,69,db.t3.micro,720,284,26,44,us-east-1,prod,73.95
m5.xlarge,3,360,spot,871,1,128,14,db.m5.large,720,222,73,43,us-east-1,prod,257.95
m5.xlarge,6,360,reserved,1253,3,96,86,db.m5.large,720,239,55,18,us-east-1,prod,438.83
m5.large,1,360,spot,423,2,131,91,db.t3.micro,720,159,154,42,eu-west-1,stage,75.15
t3.medium,2,720,spot,2409,3,13,60,db.t3.medium,720,142,144,11,us-west-2,prod,109.01
t3.micro,6,360,reserved,2004,1,92,68,db.t3.medium,720,130,116,33,us-east-1,prod,108.72
t3.small,2,720,reserved,1073,4,91,76,db.t3.micro,720,83,131,23,us-east-1,stage,70.06
c5.xlarge,1,720,on_demand,1822,1,63,18,db.t3.micro,720,57,5,3,us-east-1,stage,148.95
t3.large,3,360,spot,1673,2,34,51,db.t3.medium,720,31,63,15,eu-west-1,dev,111.6
t3.micro,6,360,spot,1725,1,52,36,db.m5.large,720,148,157,2,eu-west-1,dev,175.78
c5.xlarge,3,720,on_demand,1507,5,171,28,db.t3.medium,720,122,158,1,us-west-2,stage,444.43
c5.large,4,360,on_demand,1096,2,24,54,db.m5.large,720,228,77,18,eu-west-1,prod,288.0
m5.large,1,360,reserved,515,5,103,95,db.t3.micro,720,277,114,8,us-west-2,prod,63.41
c5.large,3,360,on_demand,474,1,121,56,db.t3.medium,720,57,23,18,us-east-1,prod,161.86
c5.xlarge,4,720,on_demand,2077,1,75,26,db.t3.medium,720,116,21,36,us-west-2,stage,572.44
m5.large,3,360,reserved,1468,3,51,56,db.t3.medium,720,73,187,5,us-east-1,stage,149.07
c5.xlarge,4,720,spot,347,1,127,37,db.t3.micro,720,142,90,29,eu-west-1,stage,239.04
t3.large,1,360,reserved,2234,5,111,84,db.t3.medium,720,58,182,16,eu-west-1,dev,114.21
m5.xlarge,6,720,reserved,2096,4,93,99,db.t3.medium,720,93,184,7,eu-west-1,stage,629.96
t3.large,2,720,reserved,877,4,93,76,db.t3.micro,720,284,93,27,us-east-1,dev,126.11
t3.small,6,720,spot,1441,4,143,19,db.m5.large,720,132,6,27,us-east-1,stage,200.62
c5.large,3,720,reserved,2441,5,104,33,db.t3.medium,720,96,161,35,us-west-2,prod,217.47
c5.large,1,720,spot,904,1,149,24,db.m5.large,720,48,39,43,us-west-2,dev,198.08
c5.xlarge,3,360,on_demand,2438,5,31,15,db.t3.medium,720,233,132,49,eu-west-1,dev,282.62
t3.medium,5,360,spot,595,4,21,45,db.t3.micro,720,24,90,19,eu-west-1,dev,67.75
c5.xlarge,2,360,on_demand,1074,2,128,99,db.m5.large,720,70,67,31,us-west-2,stage,300.38
c5.xlarge,2,360,spot,1776,1,163,41,db.t3.medium,720,239,143,4,eu-west-1,prod,128.8
t3.small,5,360,reserved,806,4,184,22,db.t3.micro,720,24,59,8,us-west-2,prod,56.35
c5.large,2,720,on_demand,1756,4,14,15,db.t3.micro,720,91,56,23,us-west-2,dev,161.78
c5.xlarge,3,720,spot,1623,5,30,6,db.m5.large,720,219,95,8,us-west-2,stage,307.08
t3.small,2,360,on_demand,875,2,138,44,db.t3.micro,720,171,29,31,us-east-1,stage,57.27
c5.xlarge,4,720,reserved,1798,1,192,26,db.m5.large,720,43,180,34,us-east-1,stage,505.69
t3.large,6,360,on_demand,2011,2,103,44,db.t3.medium,720,73,128,32,us-east-1,prod,272.3
t3.small,1,360,reserved,2278,4,199,5,db.t3.medium,720,144,22,26,eu-west-1,stage,84.55
t3.medium,5,720,on_demand,2314,1,160,38,db.m5.large,720,234,198,31,eu-west-1,stage,340.37
t3.small,6,720,reserved,258,1,28,72,db.m5.large,720,117,72,29,eu-west-1,stage,226.76
t3.small,1,360,spot,1949,5,75,83,db.t3.medium,720,280,10,3,us-west-2,stage,73.41
m5.xlarge,5,720,reserved,1245,5,66,40,db.t3.medium,720,177,50,50,us-east-1,dev,538.76
t3.micro,2,720,reserved,211,2,89,47,db.m5.large,720,175,186,1,us-east-1,dev,173.02
t3.small,3,720,on_demand,938,4,39,45,db.t3.micro,720,54,6,36,eu-west-1,stage,85.8
t3.small,3,360,spot,2074,1,69,98,db.t3.medium,720,293,19,21,us-west-2,dev,91.19
t3.small,3,720,on_demand,2304,3,38,32,db.t3.micro,720,281,143,42,us-west-2,stage,106.63
m5.large,5,360,on_demand,1167,5,120,89,db.t3.micro,720,210,153,23,us-west-2,dev,227.81
t3.medium,3,720,reserved,1893,5,74,68,db.t3.medium,720,193,55,45,us-east-1,stage,152.06
t3.medium,4,360,spot,1695,3,132,38,db.m5.large,720,280,60,43,us-west-2,stage,204.41
m5.xlarge,3,360,spot,1717,4,200,53,db.t3.micro,720,122,22,28,eu-west-1,prod,129.65
c5.xlarge,5,720,spot,1210,4,52,6,db.m5.large,720,28,160,1,us-east-1,stage,405.79
t3.small,5,720,on_demand,1541,5,24,97,db.t3.medium,720,96,59,47,eu-west-1,stage,169.89
c5.xlarge,3,720,spot,1370,4,148,84,db.m5.large,720,212,33,47,us-east-1,dev,330.24
t3.large,2,360,on_demand,1313,3,93,58,db.t3.micro,720,22,147,6,us-west-2,dev,102.88
c5.xlarge,5,360,reserved,1466,5,177,84,db.t3.micro,720,136,164,36,eu-west-1,stage,263.7
t3.micro,4,360,reserved,1983,4,79,6,db.t3.micro,720,209,19,41,eu-west-1,prod,56.52
m5.xlarge,3,360,spot,205,1,81,67,db.m5.large,720,23,83,45,eu-west-1,dev,260.74
m5.large,2,720,spot,1616,1,120,48,db.t3.micro,720,46,13,34,us-east-1,dev,101.35
m5.large,5,720,on_demand,1735,5,87,78,db.m5.large,720,231,20,2,us-east-1,dev,505.12
t3.micro,3,720,on_demand,1038,1,40,51,db.m5.large,720,194,11,13,us-east-1,prod,179.4
t3.micro,4,360,reserved,920,1,141,21,db.t3.micro,720,223,150,37,us-east-1,prod,63.92
c5.large,5,360,reserved,1524,3,70,96,db.m5.large,720,83,146,48,us-west-2,dev,293.66
c5.xlarge,3,360,spot,1073,3,192,53,db.m5.large,720,69,70,35,us-east-1,prod,250.56
c5.xlarge,2,720,reserved,1574,2,73,18,db.m5.large,720,165,58,37,eu-west-1,stage,332.43
t3.medium,4,360,spot,1381,1,85,16,db.t3.micro,720,43,183,50,us-east-1,dev,88.13
t3.large,4,720,reserved,2121,5,194,90,db.m5.large,720,242,14,3,us-east-1,prod,320.82
c5.large,3,720,reserved,1700,2,112,73,db.t3.micro,720,148,172,17,us-west-2,stage,173.94
c5.xlarge,6,360,reserved,1461,4,39,88,db.t3.medium,720,163,85,1,us-west-2,prod,312.07
c5.large,6,720,reserved,1488,1,141,91,db.t3.medium,720,85,178,4,us-east-1,stage,324.72
t3.small,1,720,on_demand,2401,2,189,7,db.t3.medium,720,81,57,3,eu-west-1,prod,86.9
m5.xlarge,1,360,spot,231,5,76,11,db.m5.large,720,106,136,1,eu-west-1,prod,182.63
t3.small,1,360,spot,1666,4,43,74,db.t3.micro,720,224,188,22,us-west-2,prod,59.87
m5.large,4,360,reserved,1586,5,64,57,db.t3.medium,720,164,135,12,us-west-2,dev,171.35
m5.xlarge,5,360,on_demand,1709,5,109,52,db.m5.large,720,239,5,43,us-west-2,dev,522.04
t3.medium,4,360,spot,2281,4,52,21,db.t3.micro,720,287,136,38,us-east-1,dev,82.14
m5.large,2,360,spot,2220,4,55,49,db.t3.medium,720,73,96,36,eu-west-1,prod,119.79
c5.xlarge,6,720,reserved,1177,2,102,29,db.t3.medium,720,39,38,37,eu-west-1,prod,558.65
t3.large,6,720,reserved,2062,5,186,52,db.m5.large,720,100,156,23,eu-west-1,dev,417.19
t3.small,1,720,spot,908,3,191,70,db.t3.micro,720,199,196,21,eu-west-1,stage,62.3
c5.xlarge,2,720,on_demand,414,4,171,8,db.m5.large,720,83,27,26,eu-west-1,stage,405.27
m5.large,2,720,reserved,1131,3,73,71,db.t3.medium,720,213,81,2,us-east-1,prod,160.82
c5.xlarge,5,360,reserved,2245,3,136,68,db.t3.micro,720,47,70,21,us-east-1,prod,249.09
m5.xlarge,3,720,reserved,984,4,193,21,db.t3.micro,720,210,117,16,us-west-2,dev,311.8
t3.small,3,360,on_demand,274,4,104,25,db.t3.micro,720,181,29,28,eu-west-1,prod,57.58
t3.large,3,720,reserved,1254,1,109,68,db.t3.medium,720,168,122,39,eu-west-1,prod,211.11
m5.large,4,720,reserved,1874,3,73,25,db.t3.micro,720,253,41,39,us-east-1,prod,228.69
t3.large,2,360,on_demand,356,1,35,96,db.t3.micro,720,256,148,46,eu-west-1,dev,120.65
c5.large,1,720,on_demand,626,4,171,96,db.t3.micro,720,73,71,34,eu-west-1,dev,113.49
t3.micro,5,360,on_demand,368,2,103,50,db.m5.large,720,218,154,13,us-east-1,stage,186.53
t3.micro,4,720,spot,794,4,27,13,db.t3.medium,720,178,102,43,eu-west-1,dev,96.79
c5.xlarge,5,360,reserved,2248,2,160,78,db.t3.medium,720,241,43,18,us-east-1,dev,282.73
t3.small,3,720,spot,529,5,126,63,db.t3.micro,720,117,54,13,us-west-2,dev,53.41
m5.large,4,720,on_demand,778,4,31,84,db.t3.micro,720,128,83,40,us-west-2,dev,329.19
t3.medium,2,720,reserved,2209,3,153,31,db.t3.medium,720,137,31,36,us-east-1,stage,125.63
t3.micro,1,720,reserved,670,1,144,37,db.m5.large,720,253,173,11,us-east-1,prod,174.54
t3.micro,1,360,spot,1978,3,127,100,db.t3.medium,720,144,125,24,us-east-1,dev,95.8
c5.xlarge,3,360,on_demand,2213,5,89,76,db.t3.micro,720,213,10,17,us-west-2,stage,225.95
t3.medium,5,720,reserved,1997,1,63,96,db.t3.micro,720,213,55,29,us-west-2,prod,150.07
c5.large,4,360,on_demand,258,2,25,82,db.t3.micro,720,203,186,8,eu-west-1,dev,165.44
t3.small,5,720,spot,1370,4,71,61,db.t3.medium,720,58,90,39,us-west-2,dev,120.37
c5.large,1,720,on_demand,787,3,130,78,db.t3.medium,720,222,128,30,us-west-2,dev,150.69
t3.medium,6,720,spot,1626,4,197,63,db.m5.large,720,61,104,15,us-east-1,stage,245.95
t3.small,1,720,on_demand,392,4,10,65,db.t3.medium,720,99,193,26,us-east-1,dev,102.28
c5.large,6,720,on_demand,1145,4,100,92,db.m5.large,720,115,145,2,us-west-2,prod,536.72
t3.small,6,720,reserved,1208,5,168,19,db.t3.micro,720,47,139,33,us-west-2,prod,111.46
t3.medium,5,720,spot,808,3,82,75,db.t3.micro,720,141,121,21,us-east-1,prod,106.96
t3.large,5,360,reserved,1046,1,106,71,db.t3.medium,720,125,9,29,us-east-1,dev,175.66
c5.xlarge,2,720,reserved,2168,5,63,26,db.m5.large,720,39,154,11,us-east-1,prod,331.61
m5.xlarge,3,360,on_demand,648,4,103,55,db.t3.medium,720,97,70,9,us-east-1,stage,277.51
m5.large,1,720,spot,1663,3,109,18,db.t3.medium,720,133,124,23,eu-west-1,stage,111.17
t3.medium,4,720,reserved,737,3,34,36,db.m5.large,720,67,59,46,eu-west-1,stage,252.49
m5.xlarge,2,720,reserved,427,3,81,47,db.m5.large,720,246,130,31,us-east-1,prod,353.85
t3.small,6,360,reserved,1019,1,98,12,db.t3.medium,720,143,106,5,eu-west-1,stage,98.03
c5.large,3,360,reserved,2480,4,189,64,db.t3.medium,720,254,172,15,us-east-1,stage,154.04
m5.xlarge,3,360,spot,1606,4,69,27,db.m5.large,720,171,183,50,us-west-2,prod,274.97
t3.medium,6,360,on_demand,1471,3,164,71,db.t3.micro,720,97,35,42,us-east-1,dev,144.47
c5.xlarge,2,360,on_demand,292,1,168,90,db.m5.large,720,114,26,10,us-west-2,prod,282.3
c5.large,2,360,reserved,2491,1,157,20,db.m5.large,720,39,161,33,eu-west-1,prod,227.08
t3.micro,4,360,spot,837,3,108,92,db.t3.medium,720,74,124,47,eu-west-1,stage,104.76
t3.large,1,720,spot,2433,3,94,19,db.t3.medium,720,22,47,25,us-west-2,dev,105.16
m5.xlarge,2,360,spot,607,1,123,80,db.t3.micro,720,174,76,31,us-east-1,dev,103.74
t3.small,4,720,spot,2022,3,84,47,db.t3.micro,720,70,53,14,us-west-2,dev,64.71
t3.small,2,720,reserved,2436,4,18,43,db.m5.large,720,34,163,4,us-west-2,stage,191.27
c5.xlarge,2,720,reserved,814,4,62,89,db.m5.large,720,250,106,32,us-west-2,stage,337.3
c5.xlarge,2,360,on_demand,912,1,158,44,db.m5.large,720,228,55,28,eu-west-1,stage,292.18
c5.xlarge,6,360,spot,470,3,118,64,db.t3.medium,720,67,11,48,eu-west-1,prod,231.57
c5.xlarge,2,720,on_demand,2266,1,76,14,db.t3.micro,720,89,118,43,us-east-1,prod,303.64
c5.large,4,360,on_demand,1069,3,52,8,db.t3.micro,720,226,150,4,eu-west-1,stage,157.48
t3.medium,1,360,spot,2421,4,116,94,db.t3.medium,720,135,7,8,us-east-1,dev,83.03
t3.micro,4,360,spot,314,1,36,67,db.t3.medium,720,23,51,49,us-west-2,dev,92.42
t3.medium,2,720,spot,921,4,128,7,db.t3.micro,720,107,83,50,us-west-2,prod,76.92
t3.medium,5,720,on_demand,1041,2,135,41,db.t3.micro,720,53,132,19,eu-west-1,dev,195.79
c5.large,3,720,on_demand,587,3,43,71,db.m5.large,720,130,130,37,us-west-2,stage,363.06
